Year,CitingField,NumOutgoingCitations,CitedField,NumIncomingCitations
2015.0,205649164,1631294,205649164,466696
1998.0,138885662,71399,138885662,129820
1948.0,41008148,18446,41008148,60812
1965.0,17744445,5345,17744445,68904
1895.0,185592680,1681,185592680,8159
1946.0,121332964,5435,121332964,35218
2016.0,15744967,6203738,15744967,1596058
1987.0,162324750,107169,162324750,429152
2000.0,162324750,440488,162324750,1259398
1957.0,144024400,1798,144024400,31451
1904.0,33923547,69,33923547,4455
1905.0,142362112,73,142362112,3643
1964.0,162324750,2221,162324750,63061
1951.0,71924100,77719,71924100,289960
1956.0,127313418,12702,127313418,55464
2018.0,138885662,227611,138885662,27115
1967.0,15744967,70998,15744967,429496
1907.0,95457728,64,95457728,4108
1944.0,138885662,2215,138885662,16550
1901.0,86803240,738,86803240,9657
1918.0,95457728,41,95457728,3561
1955.0,162324750,652,162324750,37335
1913.0,127313418,281,127313418,7937
1918.0,121332964,465,121332964,5657
1911.0,192562407,255,192562407,15790
1909.0,39432304,15,39432304,3875
1890.0,121332964,185,121332964,1291
1920.0,162324750,2,162324750,6959
1892.0,33923547,49,33923547,2870
1882.0,142362112,28,142362112,1127
1876.0,138885662,32,138885662,813
1905.0,144024400,4,144024400,1974
,86803240,1393,86803240,345
1857.0,71924100,34,71924100,1508
1929.0,162324750,12,162324750,10625
1857.0,127413603,1,127413603,135
1881.0,205649164,9,205649164,2837
1864.0,15744967,1,15744967,445
1856.0,71924100,1,71924100,1250
1861.0,33923547,1,33923547,778
