year(Date),FieldOfStudyId,AllAuthorships,WosAuthorships
1840.0,86803240,258,116
1911.0,33923547,2139,368
1906.0,39432304,3248,379
1852.0,185592680,287,59
1851.0,39432304,64,23
1848.0,17744445,336,143
1876.0,17744445,458,146
1820.0,71924100,122,35
2011.0,41008148,2393055,719648
1989.0,185592680,820201,344249
1993.0,138885662,53268,18965
2021.0,41008148,189833,56554
1995.0,95457728,49127,17218
2021.0,39432304,87618,28492
1984.0,142362112,75240,31283
1983.0,205649164,51525,19614
1954.0,127413603,14616,5198
1968.0,17744445,23284,12970
1876.0,71924100,1716,638
1950.0,192562407,26923,10036
1908.0,95457728,2836,1164
1934.0,121332964,4977,1204
1895.0,192562407,2703,136
1945.0,121332964,3155,1038
1854.0,86803240,372,133
1882.0,95457728,1078,405
1859.0,185592680,423,93
1895.0,144024400,414,185
1888.0,17744445,1316,276
1828.0,205649164,164,83
2006.0,71924100,2812242,1408222
2018.0,121332964,3457858,532790
1993.0,127413603,364259,137779
1979.0,127313418,70221,17276
1967.0,192562407,136013,37592
1974.0,205649164,28725,11480
1938.0,142362112,12356,4603
1888.0,142362112,6656,1352
1945.0,138885662,3204,1471
1939.0,33923547,3019,1116
1899.0,142362112,6582,1929
1938.0,205649164,5989,2111
1944.0,162324750,1174,616
1812.0,142362112,600,222
1845.0,71924100,876,388
1833.0,142362112,812,293
1864.0,144024400,83,25
1835.0,185592680,299,74
1904.0,144024400,550,233
1840.0,33923547,74,29
1859.0,192562407,145,37
1903.0,144024400,567,238
1862.0,17744445,344,94
1839.0,95457728,405,194
1866.0,127313418,371,114
1849.0,127413603,285,75
1858.0,144024400,98,26
1813.0,138885662,231,80
1841.0,162324750,24,14
1852.0,39432304,131,37
1833.0,95457728,297,136
1837.0,39432304,29,10
1842.0,41008148,262,105
1855.0,15744967,98,40
1818.0,162324750,12,6
1878.0,144024400,101,31
1808.0,144024400,23,14
1827.0,33923547,59,18
1868.0,39432304,87,15
1831.0,121332964,77,13
1842.0,15744967,95,46
1826.0,15744967,19,10
1845.0,15744967,62,26
1867.0,15744967,96,31
1835.0,17744445,114,39
1807.0,15744967,14,9
1859.0,33923547,133,47
1832.0,144024400,29,11
1824.0,144024400,21,10
1852.0,41008148,139,70
1834.0,95457728,298,170
1809.0,162324750,6,1
1868.0,144133560,53,13
1833.0,162324750,24,14
1809.0,185592680,31,17
1839.0,162324750,29,10
1849.0,192562407,77,20
1801.0,71924100,114,10
1820.0,41008148,17,9
1813.0,95457728,178,117
1834.0,121332964,79,29
1848.0,41008148,138,67
1804.0,15744967,18,6
1831.0,162324750,17,8
1829.0,41008148,27,15
1804.0,138885662,194,38
1826.0,192562407,31,12
1808.0,185592680,43,13
1802.0,192562407,29,12
1806.0,41008148,15,8
1809.0,41008148,30,18
1803.0,39432304,7,2
1828.0,144133560,18,7
1818.0,33923547,18,10
1824.0,144133560,12,7
1816.0,121332964,35,13
1823.0,39432304,1,1
2008.0,144024400,210619,80087
1987.0,17744445,59834,32666
1959.0,185592680,109317,34207
1983.0,142362112,69729,29502
1897.0,142362112,5676,1654
1956.0,17744445,9960,4916
1942.0,138885662,4052,1801
1910.0,162324750,466,193
1912.0,15744967,1439,648
1934.0,15744967,4159,2052
1871.0,33923547,279,91
1948.0,127313418,4895,2150
1917.0,95457728,3414,1369
1918.0,39432304,2609,558
1951.0,144133560,3803,1387
1867.0,205649164,683,230
1927.0,144024400,1634,854
1800.0,144024400,122,76
2010.0,144024400,258749,88636
2000.0,15744967,230982,134117
1989.0,142362112,94622,32561
2001.0,144024400,98911,45699
1972.0,17744445,31327,18323
1962.0,205649164,13126,5024
1928.0,95457728,4907,2136
1935.0,144133560,1965,747
1934.0,205649164,4794,1697
1934.0,138885662,5300,2082
1942.0,17744445,5546,2883
1949.0,95457728,7243,3560
1948.0,144024400,3112,1608
1904.0,142362112,8161,2216
1916.0,33923547,1622,405
1856.0,185592680,354,75
,144133560,294,72
1999.0,138885662,74712,23011
2016.0,138885662,342245,48430
2006.0,39432304,334073,107550
1972.0,127413603,83812,22034
1960.0,192562407,74779,21211
1988.0,127313418,108462,30943
1933.0,142362112,11436,4237
1968.0,39432304,19363,5562
1943.0,205649164,4617,1797
1930.0,144133560,2419,840
1898.0,162324750,282,114
1855.0,95457728,828,296
1936.0,15744967,4266,2291
1915.0,39432304,3501,646
1847.0,142362112,1178,453
1902.0,192562407,9070,805
1811.0,121332964,42,10
1869.0,192562407,177,42
1846.0,39432304,40,11
1875.0,15744967,154,64
1876.0,15744967,144,54
1827.0,71924100,267,89
2020.0,33923547,630424,182021
2001.0,86803240,1047656,607967
2005.0,71924100,2483480,1240786
2008.0,144133560,294717,98103
1956.0,127413603,16748,5821
1989.0,138885662,39828,16774
1800.0,86803240,201,82
1966.0,144024400,8397,4715
1962.0,142362112,23193,10311
1969.0,15744967,38672,22852
1960.0,127413603,23938,7058
1960.0,95457728,11985,5653
1952.0,127413603,13191,4652
1947.0,127413603,13525,6069
1966.0,142362112,28316,12400
1910.0,144133560,1131,317
1935.0,33923547,2955,1088
1923.0,121332964,3576,908
1920.0,17744445,2703,1049
1905.0,15744967,1011,381
1906.0,192562407,10111,817
1881.0,71924100,1910,675
1894.0,185592680,2602,742
1957.0,144133560,4493,1834
1928.0,33923547,2287,815
1909.0,86803240,3088,1056
1936.0,144133560,2215,917
1880.0,95457728,1269,457
1888.0,205649164,1410,461
1847.0,205649164,344,157
1884.0,205649164,1301,464
1857.0,138885662,663,194
1832.0,33923547,71,14
1860.0,127313418,271,67
1881.0,39432304,333,48
1889.0,144133560,222,48
1990.0,144024400,38521,21971
1960.0,205649164,14279,4607
1915.0,95457728,3201,1310
1873.0,71924100,1506,518
1857.0,185592680,427,109
1945.0,205649164,4290,1718
1850.0,205649164,417,152
1919.0,15744967,1394,651
1875.0,144024400,113,35
2010.0,95457728,158227,33138
1967.0,33923547,24207,9128
1955.0,142362112,18070,7780
1890.0,185592680,1841,586
1933.0,127413603,10265,4125
1891.0,138885662,1683,567
1868.0,95457728,775,306
2016.0,192562407,4367506,978052
2017.0,41008148,4314836,866757
1993.0,95457728,44874,16512
1971.0,127413603,81089,21676
1939.0,15744967,4507,2354
1950.0,121332964,11184,3192
1937.0,17744445,5179,2520
1925.0,121332964,4039,1103
1916.0,121332964,2482,469
1949.0,127413603,12304,5558
1839.0,142362112,1012,388
1853.0,86803240,327,141
1922.0,144133560,1502,536
1901.0,127413603,4040,698
1908.0,17744445,1884,693
1877.0,127313418,592,164
1976.0,144024400,21960,12762
2005.0,95457728,90300,23748
1982.0,138885662,28035,14095
1978.0,144024400,23607,14557
1952.0,15744967,10198,4718
1958.0,162324750,3476,1817
1947.0,192562407,16417,6295
1886.0,185592680,1685,545
1914.0,15744967,1544,730
1904.0,71924100,6134,2401
1840.0,138885662,452,198
1927.0,192562407,12295,4477
1875.0,17744445,748,125
1920.0,15744967,1755,784
1868.0,205649164,774,210
1913.0,144024400,1036,471
1986.0,71924100,748425,251381
2014.0,121332964,2830665,447853
1972.0,71924100,301366,64337
1987.0,127413603,230142,90929
1987.0,121332964,252949,55538
1994.0,121332964,463450,107578
2000.0,138885662,84413,25282
1969.0,121332964,91211,15527
1954.0,15744967,11767,5664
1920.0,127413603,5579,1768
1900.0,71924100,5989,2380
1963.0,39432304,14419,4113
1942.0,192562407,10461,3429
1923.0,17744445,3149,1422
1894.0,71924100,4407,1556
1915.0,15744967,1301,572
1873.0,86803240,593,238
1870.0,86803240,577,179
1901.0,41008148,5456,652
1877.0,39432304,310,35
1996.0,144024400,61431,32022
1996.0,162324750,53086,32232
1967.0,142362112,30655,13841
1975.0,205649164,31072,12434
1950.0,185592680,48705,16253
1988.0,205649164,70274,24485
1934.0,185592680,19792,7682
1923.0,138885662,4174,1732
1871.0,17744445,364,135
1895.0,142362112,5298,1649
1926.0,144024400,1516,747
1877.0,71924100,1701,606
1949.0,144133560,3119,1317
1906.0,41008148,5605,703
1910.0,15744967,1292,578
1911.0,127313418,7124,710
2006.0,144133560,234538,81589
2019.0,86803240,2243071,904631
1966.0,185592680,196929,59459
2000.0,127413603,660855,235523
1981.0,162324750,22118,13780
1993.0,17744445,87233,37476
2021.0,33923547,42381,15186
1954.0,192562407,43001,14164
1956.0,144024400,4531,2607
1971.0,127313418,29621,8741
1945.0,15744967,4382,2223
1960.0,162324750,4758,2351
1960.0,86803240,71490,14130
1915.0,144133560,1310,380
1950.0,205649164,9043,3009
1924.0,86803240,6594,2319
1940.0,95457728,6427,2728
1844.0,71924100,718,344
1966.0,144133560,7125,2818
1903.0,144133560,773,161
1906.0,144024400,667,292
1886.0,95457728,1374,438
1942.0,144133560,2023,923
1902.0,71924100,5718,2259
1846.0,185592680,299,70
1905.0,192562407,10561,883
1827.0,127413603,76,50
1811.0,71924100,129,33
1856.0,33923547,140,65
2017.0,121332964,3432460,538629
2015.0,17744445,701225,152285
2008.0,162324750,180376,88296
2016.0,144133560,556709,139897
1976.0,41008148,69259,24619
2000.0,95457728,66426,19617
1979.0,95457728,27212,15172
1962.0,41008148,24113,9593
1899.0,41008148,8283,2374
1898.0,121332964,2825,358
1939.0,39432304,3188,839
1871.0,41008148,366,130
1899.0,15744967,895,406
1875.0,127413603,743,191
1885.0,127313418,702,168
1828.0,127413603,95,51
1891.0,121332964,793,202
1872.0,192562407,227,46
1853.0,127413603,298,64
1897.0,39432304,1963,111
1979.0,185592680,502221,180054
2011.0,121332964,2149210,392515
1983.0,86803240,290072,119660
1886.0,41008148,721,183
1948.0,71924100,67233,15144
1967.0,144133560,8022,3367
1894.0,205649164,1723,582
1968.0,205649164,20374,8067
1968.0,162324750,7197,3953
1920.0,138885662,3031,1242
1825.0,142362112,768,314
1898.0,95457728,2240,846
1861.0,138885662,552,169
1823.0,138885662,220,75
1808.0,127413603,48,31
1882.0,33923547,366,106
1882.0,127313418,677,172
1804.0,127413603,42,22
1887.0,127313418,785,191
1981.0,192562407,465436,86902
1990.0,15744967,121019,72003
2001.0,142362112,203502,51121
1943.0,192562407,10335,3406
1927.0,86803240,8391,2754
1968.0,138885662,16851,7935
1905.0,17744445,1584,493
1919.0,144133560,1059,359
1918.0,144133560,1049,342
1864.0,95457728,1042,486
1919.0,39432304,2731,723
1913.0,144133560,1276,333
1863.0,95457728,1070,582
1832.0,121332964,83,20
2003.0,127413603,862619,293078
1983.0,39432304,77400,14726
1951.0,205649164,7608,2860
1866.0,71924100,1148,451
1895.0,86803240,1584,552
1883.0,142362112,6010,1187
1863.0,15744967,76,45
1902.0,15744967,844,328
1903.0,127313418,6657,555
1831.0,192562407,43,11
1877.0,41008148,471,121
1895.0,162324750,323,113
1842.0,33923547,75,22
1835.0,138885662,330,152
1855.0,127313418,182,59
1861.0,205649164,632,230
1821.0,205649164,194,85
1871.0,192562407,186,45
1844.0,17744445,154,69
1824.0,95457728,217,124
1803.0,86803240,58,19
1821.0,71924100,121,34
1919.0,162324750,596,230
1822.0,185592680,50,19
1878.0,144133560,119,19
1852.0,127313418,142,49
1831.0,17744445,81,32
1855.0,86803240,307,113
1821.0,95457728,210,142
1818.0,205649164,117,57
1822.0,138885662,315,100
1807.0,144133560,11,2
1857.0,192562407,234,33
1841.0,86803240,189,96
1808.0,192562407,16,6
1822.0,127313418,45,19
1825.0,127413603,63,33
1847.0,144024400,43,18
1863.0,144024400,75,23
1813.0,39432304,14,5
1847.0,33923547,77,26
1804.0,185592680,27,4
1830.0,17744445,76,22
1838.0,121332964,96,22
1843.0,162324750,23,8
1824.0,71924100,144,29
1868.0,33923547,130,39
1845.0,41008148,149,80
1819.0,86803240,50,28
1825.0,121332964,32,10
1802.0,127313418,18,6
1831.0,41008148,30,17
1847.0,15744967,58,30
1826.0,33923547,65,22
1856.0,144024400,83,23
1851.0,144024400,74,25
1805.0,185592680,38,18
1830.0,192562407,53,24
1838.0,185592680,222,67
1857.0,39432304,57,22
1823.0,162324750,8,5
1801.0,39432304,10,4
1819.0,192562407,12,7
1849.0,162324750,29,15
1809.0,15744967,20,12
1836.0,144133560,24,6
1806.0,39432304,8,7
1828.0,41008148,31,11
1829.0,144133560,4,2
1980.0,86803240,295781,89603
2014.0,127413603,1886345,514088
2019.0,144133560,801029,163706
1976.0,15744967,57764,36571
1895.0,205649164,1858,686
1889.0,138885662,1621,417
2015.0,95457728,181422,31684
1981.0,41008148,143433,36441
1997.0,205649164,130549,39284
1969.0,39432304,19558,5324
1935.0,95457728,5697,2427
1967.0,71924100,246934,46589
1963.0,71924100,192634,37001
1934.0,39432304,3127,955
1948.0,121332964,7614,2226
1925.0,127313418,3555,1423
1910.0,142362112,11317,3346
1803.0,127313418,18,8
1896.0,144133560,592,98
1898.0,41008148,2995,412
1833.0,71924100,439,207
1858.0,41008148,186,93
2008.0,127313418,380030,116829
2019.0,127313418,1474324,159863
2009.0,15744967,630022,313489
1979.0,142362112,56839,26457
1978.0,192562407,379208,72335
1875.0,86803240,655,231
1870.0,142362112,2988,781
1921.0,192562407,9471,2986
1981.0,39432304,74104,13641
1888.0,185592680,1834,642
1909.0,41008148,6822,895
1938.0,144133560,2435,974
1901.0,138885662,2375,844
1803.0,15744967,19,14
1849.0,86803240,181,95
1865.0,127413603,441,156
1855.0,205649164,557,252
1858.0,121332964,346,109
1872.0,15744967,164,63
2017.0,15744967,1213088,518104
2018.0,95457728,169954,26907
2006.0,205649164,316268,101305
1977.0,17744445,39810,23282
1934.0,86803240,12567,3778
1885.0,95457728,1347,491
2001.0,162324750,89036,50139
2014.0,144024400,345039,107723
1994.0,162324750,45394,27427
1922.0,41008148,6763,2472
1949.0,121332964,9783,2643
1883.0,185592680,1481,510
1944.0,41008148,4450,1784
1913.0,162324750,536,209
1940.0,127313418,3806,1374
1907.0,71924100,6809,2798
1826.0,138885662,229,72
1866.0,33923547,178,69
1840.0,17744445,144,36
2013.0,86803240,2585603,1434580
1998.0,127313418,187737,53894
2012.0,33923547,638153,264590
2001.0,33923547,248280,115686
1993.0,162324750,43433,26344
2010.0,142362112,479637,75279
1987.0,144024400,31989,20195
1902.0,121332964,2792,352
1935.0,185592680,20359,7655
1985.0,205649164,59640,21414
1948.0,205649164,6209,2195
1911.0,142362112,10304,3048
1938.0,162324750,1975,921
1957.0,95457728,10198,4914
1821.0,138885662,340,87
1879.0,185592680,1495,469
2021.0,71924100,522911,219854
2015.0,162324750,289400,114347
2001.0,185592680,1277701,584500
2020.0,127313418,1286676,147846
1989.0,144024400,35928,22179
1923.0,185592680,8949,4014
1937.0,142362112,11708,4215
1938.0,192562407,11472,3702
1929.0,95457728,4867,2208
1910.0,127313418,7323,722
1895.0,127413603,3104,391
2013.0,205649164,650365,183151
1937.0,138885662,5502,2169
1903.0,205649164,2282,764
1966.0,121332964,68590,12324
1984.0,138885662,30814,15103
1955.0,185592680,74507,24472
1994.0,17744445,95113,39955
1978.0,41008148,119789,29787
1947.0,205649164,5821,2121
1983.0,162324750,24892,15740
1918.0,71924100,8136,3539
1941.0,205649164,5100,1909
1910.0,17744445,2059,784
1946.0,192562407,14430,5758
1948.0,39432304,5067,1829
1963.0,205649164,14174,5486
1951.0,162324750,2588,1299
1801.0,121332964,29,9
1944.0,33923547,1951,758
1863.0,127313418,232,63
1871.0,39432304,208,31
1849.0,71924100,954,409
1885.0,33923547,380,107
1895.0,15744967,691,291
1894.0,121332964,1021,274
1881.0,127313418,699,148
1837.0,205649164,217,91
1834.0,86803240,141,66
1986.0,41008148,226122,64179
1946.0,17744445,6344,3166
1952.0,142362112,16013,6634
1952.0,121332964,15290,3531
1942.0,127313418,3135,1244
1931.0,71924100,20395,9313
1927.0,185592680,12375,5278
1985.0,142362112,76202,31434
1832.0,138885662,231,70
1934.0,33923547,2712,926
2021.0,95457728,4824,1141
1884.0,71924100,2247,838
1915.0,33923547,1861,373
2014.0,185592680,2492313,969624
2013.0,41008148,3126558,792017
1911.0,86803240,3580,1229
1995.0,71924100,1189499,501571
2013.0,162324750,268588,112829
2005.0,15744967,375951,204669
1960.0,39432304,17387,3744
1996.0,144133560,71515,29311
1896.0,121332964,1327,340
1893.0,71924100,3713,1419
1810.0,142362112,692,247
1922.0,162324750,743,310
1914.0,127413603,5563,1252
1851.0,95457728,638,265
1883.0,192562407,534,82
1875.0,138885662,1193,311
1997.0,185592680,1118455,501983
2012.0,86803240,2399478,1357842
1998.0,192562407,1180717,327070
1981.0,17744445,46188,27356
1978.0,15744967,65420,41854
1918.0,142362112,7057,2420
1961.0,192562407,78330,22684
1952.0,162324750,2669,1331
1979.0,144133560,21160,9183
1916.0,185592680,4292,1643
1946.0,144133560,2224,795
1977.0,33923547,48270,20293
1878.0,142362112,4266,948
1924.0,41008148,6990,2666
1859.0,71924100,1057,443
1802.0,138885662,183,57
1854.0,142362112,1841,506
1884.0,127413603,1055,273
1893.0,39432304,704,97
1886.0,192562407,662,113
1893.0,192562407,1039,112
1898.0,192562407,6623,352
1874.0,33923547,222,60
1856.0,127313418,191,49
2009.0,144024400,235383,85636
2011.0,71924100,4294766,2184656
1976.0,138885662,22033,10704
1981.0,121332964,186778,34013
1974.0,144024400,17275,11215
1963.0,144133560,6343,2691
1920.0,185592680,5759,2408
1966.0,162324750,5925,3053
1923.0,127413603,6200,2307
1811.0,127313418,31,14
1830.0,185592680,69,22
1886.0,86803240,1061,343
1828.0,142362112,758,330
1914.0,41008148,7623,1155
1897.0,144133560,569,91
1911.0,162324750,548,214
2010.0,17744445,487883,133396
1973.0,185592680,368547,125131
1945.0,17744445,5447,2710
1883.0,205649164,1197,414
1935.0,142362112,11910,4325
1992.0,138885662,45695,16842
1975.0,127413603,110359,47335
1960.0,41008148,21092,8224
1998.0,142362112,162991,41136
1954.0,142362112,18056,7373
1910.0,121332964,3913,475
1925.0,127413603,6149,2275
1892.0,127313418,904,225
1869.0,17744445,365,119
1864.0,127413603,410,146
1914.0,39432304,3739,647
1878.0,127413603,795,173
1828.0,121332964,59,15
1800.0,185592680,229,98
2010.0,185592680,2145631,901145
1998.0,15744967,194107,113983
2003.0,142362112,235275,54720
2015.0,142362112,654178,70709
2007.0,71924100,2992715,1515207
2007.0,33923547,445351,205983
1982.0,33923547,65905,27054
1970.0,86803240,166096,38096
2004.0,17744445,241925,82599
1992.0,71924100,1014033,392372
1994.0,144024400,53050,28172
1892.0,86803240,1287,450
1910.0,86803240,3497,1205
2002.0,17744445,201614,72640
1926.0,138885662,5273,2139
1953.0,185592680,65327,21120
1990.0,142362112,98251,30012
1948.0,86803240,16782,4697
1908.0,185592680,5404,1854
1837.0,138885662,331,125
1957.0,205649164,9639,3757
2003.0,121332964,861666,235733
2002.0,144133560,160679,58004
1986.0,127413603,208900,81477
1937.0,185592680,21745,8431
1949.0,192562407,22810,8706
1924.0,71924100,14357,6518
1855.0,121332964,280,90
1919.0,185592680,4516,1832
1944.0,86803240,10315,3371
1881.0,33923547,348,101
1897.0,144024400,484,227
1953.0,127313418,9279,3412
1899.0,144133560,764,202
1909.0,121332964,3689,460
1942.0,162324750,1404,735
1884.0,127313418,734,182
1886.0,144024400,152,60
2009.0,41008148,1900442,655763
1907.0,205649164,2716,925
1993.0,33923547,145444,65498
1956.0,71924100,132371,24849
1929.0,127313418,4178,1684
1964.0,205649164,15533,5916
1841.0,95457728,431,213
1860.0,192562407,128,33
1876.0,86803240,681,228
1853.0,142362112,1740,573
1866.0,121332964,280,71
2009.0,86803240,2038276,1114966
1979.0,86803240,212409,80883
1941.0,144024400,2371,1302
1913.0,205649164,3716,1374
1924.0,205649164,4028,1456
1980.0,142362112,60758,27819
1976.0,144133560,16009,7393
1954.0,41008148,14247,6106
1950.0,41008148,11849,5323
1882.0,144024400,128,44
1889.0,162324750,157,64
1823.0,142362112,763,278
1882.0,86803240,989,341
1829.0,138885662,281,90
1850.0,33923547,118,28
1876.0,33923547,255,53
2012.0,192562407,3777488,836272
2006.0,15744967,433583,232990
2009.0,127313418,423149,124980
2013.0,142362112,593649,77555
1985.0,192562407,551211,116407
1884.0,95457728,1254,485
1982.0,71924100,566633,175807
1939.0,95457728,6667,2783
1930.0,33923547,2595,907
1965.0,121332964,62986,11149
1907.0,185592680,5437,1832
1868.0,127413603,291,94
1867.0,71924100,1271,524
1907.0,138885662,2731,951
1850.0,138885662,490,133
1863.0,41008148,209,78
1878.0,15744967,147,64
1818.0,144024400,15,3
1810.0,17744445,68,17
1829.0,95457728,250,160
1820.0,39432304,5,3
1870.0,39432304,192,22
1814.0,185592680,42,18
1810.0,162324750,13,6
1805.0,192562407,26,8
1878.0,192562407,408,71
1839.0,205649164,374,158
1849.0,127313418,150,57
1854.0,127313418,193,78
1848.0,86803240,178,107
1812.0,95457728,266,157
1847.0,127313418,115,42
1845.0,86803240,208,97
1867.0,33923547,121,35
1817.0,142362112,619,283
1864.0,39432304,54,11
1868.0,162324750,52,14
1849.0,121332964,169,29
1855.0,144024400,73,23
1807.0,138885662,159,49
1801.0,127313418,15,5
1808.0,138885662,183,64
1847.0,39432304,27,16
1856.0,144133560,49,20
1850.0,39432304,48,17
1843.0,192562407,104,39
1888.0,162324750,144,41
1865.0,162324750,41,10
1806.0,121332964,21,5
1804.0,192562407,18,5
1837.0,127313418,110,50
1864.0,33923547,89,28
1816.0,144024400,19,7
1808.0,41008148,24,12
1826.0,86803240,59,23
1816.0,86803240,52,26
1830.0,15744967,51,25
1834.0,41008148,41,15
1847.0,144133560,42,16
1808.0,39432304,15,4
1830.0,39432304,27,15
1804.0,127313418,16,7
1807.0,17744445,35,17
1848.0,162324750,42,22
1851.0,15744967,101,46
1838.0,162324750,27,6
1832.0,39432304,19,8
1823.0,144024400,5,1
1814.0,127313418,22,11
1809.0,127313418,35,9
1817.0,127413603,37,17
1822.0,144133560,3,0
1811.0,162324750,24,10
1805.0,39432304,8,6
1855.0,39432304,44,11
1819.0,162324750,11,5
1804.0,33923547,12,8
1816.0,33923547,13,7
1805.0,144024400,10,3
1828.0,39432304,22,12
1820.0,162324750,10,7
1803.0,162324750,5,4
1806.0,162324750,4,2
1811.0,144133560,3,0
1806.0,144133560,4,0
2012.0,144133560,456397,132220
1965.0,142362112,28003,12151
1958.0,127413603,18810,6252
1964.0,39432304,15203,4361
1971.0,144133560,10373,4687
1908.0,71924100,7424,2975
1952.0,127313418,8353,3028
1888.0,15744967,587,210
1861.0,185592680,353,95
1839.0,86803240,162,61
1883.0,138885662,1529,373
1823.0,17744445,67,24
1842.0,71924100,776,342
1888.0,127313418,729,181
1878.0,39432304,309,49
2013.0,138885662,274312,51151
1932.0,71924100,21833,10068
1983.0,17744445,48058,27554
1985.0,127313418,98716,25231
2021.0,144024400,15239,4403
1987.0,205649164,65886,23221
1963.0,33923547,15012,5355
1930.0,71924100,20555,9069
1962.0,121332964,41920,8080
1959.0,127413603,20471,6311
1914.0,86803240,4576,1572
1927.0,127313418,3541,1430
1886.0,138885662,1687,453
1931.0,138885662,5721,2221
1956.0,144133560,4300,1731
1950.0,127313418,6919,2784
1893.0,205649164,1803,633
1894.0,162324750,248,92
1863.0,142362112,2649,947
1901.0,39432304,2658,318
1906.0,127313418,6556,650
1881.0,185592680,1340,403
1922.0,144024400,1165,450
1931.0,162324750,1406,573
1869.0,41008148,273,107
1838.0,192562407,71,16
1838.0,71924100,533,228
1835.0,144133560,23,11
1900.0,144133560,718,148
2002.0,185592680,1361785,622950
2006.0,185592680,1675746,747688
2002.0,121332964,860205,217135
1996.0,33923547,183685,85281
1992.0,33923547,144963,62496
2020.0,162324750,177683,56821
1996.0,121332964,554807,126952
1995.0,41008148,469010,171415
1964.0,95457728,14539,7473
1981.0,144024400,24382,15486
1976.0,86803240,173427,59699
1990.0,162324750,39416,22278
1836.0,127413603,130,52
1892.0,95457728,1655,669
1803.0,142362112,580,233
1931.0,205649164,5110,1758
1846.0,127313418,138,50
1896.0,142362112,5149,1499
1906.0,127413603,4343,797
1879.0,138885662,1104,299
1855.0,71924100,983,422
1912.0,39432304,3432,518
1871.0,86803240,537,176
1829.0,121332964,78,24
1869.0,33923547,203,54
2019.0,142362112,466596,36136
2001.0,127313418,229652,69459
1992.0,205649164,89975,28484
1928.0,185592680,13513,5644
1982.0,95457728,29029,15773
1953.0,41008148,13545,5615
1958.0,86803240,41250,10980
1935.0,121332964,5071,1284
1896.0,185592680,2559,758
1941.0,142362112,9865,3937
1962.0,144133560,5973,2590
1969.0,138885662,18530,8462
1941.0,15744967,4664,2606
1904.0,95457728,2644,1059
1942.0,15744967,4403,2450
1840.0,144024400,51,29
1890.0,41008148,632,192
1847.0,71924100,733,335
1812.0,192562407,19,8
1855.0,185592680,289,74
2020.0,86803240,2464433,949102
1945.0,71924100,28536,9486
1992.0,192562407,907316,223237
2007.0,15744967,484409,254954
2000.0,144024400,88389,42590
1978.0,121332964,143798,26095
1947.0,71924100,56851,12668
1842.0,205649164,541,145
1911.0,138885662,3357,1210
1959.0,39432304,11416,3470
1925.0,86803240,6900,2247
1951.0,127313418,7720,2947
1932.0,127313418,3926,1611
1933.0,121332964,5175,1333
1815.0,142362112,780,310
1920.0,205649164,3361,1132
1812.0,138885662,247,63
1843.0,205649164,330,157
1885.0,121332964,565,140
1874.0,39432304,242,33
2019.0,185592680,2982103,935220
1963.0,185592680,153653,45732
1970.0,17744445,32710,17724
1981.0,71924100,538198,161784
1966.0,15744967,27828,15401
1908.0,162324750,431,188
1885.0,142362112,6348,1172
1921.0,138885662,3321,1363
1941.0,121332964,4227,1102
1918.0,138885662,2211,775
1924.0,33923547,1803,634
1856.0,162324750,48,22
1853.0,41008148,304,79
1839.0,192562407,57,16
1803.0,71924100,115,6
2019.0,192562407,6543825,895858
1989.0,86803240,486844,221473
2012.0,138885662,251856,47799
2010.0,39432304,564956,162122
1961.0,71924100,162959,33495
1958.0,144024400,4958,2778
1946.0,144024400,2510,1362
1942.0,41008148,4706,1952
1921.0,144024400,1048,402
1894.0,138885662,1887,617
1938.0,39432304,2950,793
1887.0,86803240,1205,398
1865.0,144133560,42,12
1871.0,127313418,455,135
1853.0,33923547,106,19
2020.0,71924100,8183862,3298336
2011.0,144024400,281665,92896
2019.0,39432304,1595051,282988
1969.0,71924100,281161,53341
1960.0,121332964,33700,6751
1891.0,185592680,2006,680
1913.0,71924100,10131,4148
1930.0,185592680,16714,6846
1825.0,71924100,162,33
1933.0,127313418,3704,1416
1943.0,15744967,4102,2216
1911.0,144024400,787,334
1912.0,144024400,948,410
1943.0,144133560,1603,644
1847.0,95457728,467,237
1887.0,15744967,354,162
1868.0,121332964,229,43
2003.0,127313418,269650,83935
2021.0,142362112,5984,857
1961.0,15744967,17608,8965
1873.0,138885662,903,251
1915.0,121332964,2899,445
1920.0,71924100,8770,3891
1903.0,192562407,10311,833
1880.0,185592680,1475,435
1894.0,86803240,1489,499
1870.0,121332964,278,93
2016.0,33923547,744776,282117
2004.0,138885662,125614,33966
1997.0,41008148,554821,209727
1990.0,41008148,326119,102444
2013.0,17744445,615367,150754
2005.0,162324750,135011,70110
1862.0,142362112,2098,699
1921.0,33923547,1535,555
1915.0,17744445,2381,1004
1893.0,138885662,1747,609
1948.0,192562407,19473,7589
1949.0,138885662,6678,3112
1902.0,17744445,1370,418
1893.0,127413603,1758,388
1941.0,162324750,1585,840
1930.0,162324750,1427,581
1917.0,162324750,512,214
1851.0,41008148,157,54
1884.0,192562407,650,85
1836.0,86803240,212,69
1984.0,192562407,500158,104096
1897.0,17744445,1071,360
1969.0,205649164,21484,8116
1985.0,39432304,81574,16484
1806.0,142362112,689,348
1961.0,142362112,23189,10146
1945.0,127413603,15868,7784
1946.0,142362112,9597,4118
1912.0,138885662,3637,1248
1871.0,205649164,818,280
1902.0,95457728,2546,918
1947.0,138885662,5041,2382
1869.0,95457728,774,313
1853.0,17744445,360,88
1897.0,86803240,1666,582
1893.0,15744967,421,208
